OrderDate,InvoiceNum,ProductKey,Country,EnglishProductName,SalesAmount,UnitPrice,OrderQuantity,TaxAmt,TotalProductCost
26-06-2021,INV100165,214,Canada,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
27-06-2021,INV100166,588,Australia,"Mountain-400-W Silver, 40",769.49,769.49,1,61.5592,419.7784
29-06-2021,INV100167,486,Germany,All-Purpose Bike Stand,159,159,1,12.72,59.466
30-06-2021,INV100168,354,Australia,"Mountain-200 Silver, 42",2071.4196,2071.4196,1,165.7136,1117.8559
01-07-2021,INV100169,539,India,ML Road Tire,24.99,24.99,1,1.9992,9.3463
04-07-2021,INV100170,237,United States,"Long-Sleeve Logo Jersey, XL",49.99,49.99,1,3.9992,38.4923
05-07-2021,INV100171,529,India,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
05-07-2021,INV100172,214,France,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
05-07-2021,INV100173,475,United States,"Women's Mountain Shorts, M",69.99,69.99,1,5.5992,26.1763
08-07-2021,INV100174,528,United States,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
09-07-2021,INV100175,580,India,"Road-350-W Yellow, 40",1700.99,1700.99,1,136.0792,1082.51
12-07-2021,INV100176,217,Canada,"Sport-100 Helmet, Black",34.99,34.99,1,2.7992,13.0863
15-07-2021,INV100177,237,United States,"Long-Sleeve Logo Jersey, XL",49.99,49.99,1,3.9992,38.4923
15-07-2021,INV100178,541,Italy,Touring Tire,28.99,28.99,1,2.3192,10.8423
15-07-2021,INV100179,538,Australia,LL Road Tire,21.49,21.49,1,1.7192,8.0373
16-07-2021,INV100180,605,France,"Road-750 Black, 48",539.99,539.99,1,43.1992,343.6496
17-07-2021,INV100181,217,Germany,"Sport-100 Helmet, Black",34.99,34.99,1,2.7992,13.0863
18-07-2021,INV100182,536,India,ML Mountain Tire,29.99,29.99,1,2.3992,11.2163
20-07-2021,INV100183,491,United States,"Short-Sleeve Classic Jersey, XL",53.99,53.99,1,4.3192,41.5723
21-07-2021,INV100184,539,France,ML Road Tire,24.99,24.99,1,1.9992,9.3463
21-07-2021,INV100185,539,Italy,ML Road Tire,24.99,24.99,1,1.9992,9.3463
22-07-2021,INV100186,477,France,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
24-07-2021,INV100187,476,France,"Women's Mountain Shorts, L",69.99,69.99,1,5.5992,26.1763
24-07-2021,INV100188,538,Australia,LL Road Tire,21.49,21.49,1,1.7192,8.0373
25-07-2021,INV100189,363,United States,"Mountain-200 Black, 46",2294.99,2294.99,1,183.5992,1251.9813
28-07-2021,INV100190,535,Canada,LL Mountain Tire,24.99,24.99,1,1.9992,9.3463
29-07-2021,INV100191,222,Germany,"Sport-100 Helmet, Blue",34.99,34.99,1,2.7992,13.0863
31-07-2021,INV100192,465,Australia,"Half-Finger Gloves, M",24.49,24.49,1,1.9592,9.1593
31-07-2021,INV100193,231,India,"Long-Sleeve Logo Jersey, M",49.99,49.99,1,3.9992,38.4923
03-08-2021,INV100194,536,Australia,ML Mountain Tire,29.99,29.99,1,2.3992,11.2163
05-08-2021,INV100195,478,Italy,Mountain Bottle Cage,9.99,9.99,1,0.7992,3.7363
05-08-2021,INV100196,539,Australia,ML Road Tire,24.99,24.99,1,1.9992,9.3463
05-08-2021,INV100197,477,Canada,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
07-08-2021,INV100198,477,United States,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
07-08-2021,INV100199,355,India,"Mountain-200 Silver, 42",2319.99,2319.99,1,185.5992,1265.6195
09-08-2021,INV100200,477,Canada,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
09-08-2021,INV100201,477,Canada,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
10-08-2021,INV100202,354,Italy,"Mountain-200 Silver, 42",2071.4196,2071.4196,1,165.7136,1117.8559
10-08-2021,INV100203,485,United States,Fender Set - Mountain,21.98,21.98,1,1.7584,8.2205
12-08-2021,INV100204,528,Italy,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
14-08-2021,INV100205,222,France,"Sport-100 Helmet, Blue",34.99,34.99,1,2.7992,13.0863
17-08-2021,INV100206,566,India,"Touring-3000 Blue, 58",742.35,742.35,1,59.388,461.4448
18-08-2021,INV100207,490,India,"Short-Sleeve Classic Jersey, L",53.99,53.99,1,4.3192,41.5723
18-08-2021,INV100208,528,India,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
21-08-2021,INV100209,357,Canada,"Mountain-200 Silver, 46",2319.99,2319.99,1,185.5992,1265.6195
23-08-2021,INV100210,485,Italy,Fender Set - Mountain,21.98,21.98,1,1.7584,8.2205
26-08-2021,INV100211,478,Canada,Mountain Bottle Cage,9.99,9.99,1,0.7992,3.7363
27-08-2021,INV100212,488,Germany,"Short-Sleeve Classic Jersey, S",53.99,53.99,1,4.3192,41.5723
28-08-2021,INV100213,490,Australia,"Short-Sleeve Classic Jersey, L",53.99,53.99,1,4.3192,41.5723
29-08-2021,INV100214,222,Australia,"Sport-100 Helmet, Blue",34.99,34.99,1,2.7992,13.0863
31-08-2021,INV100215,313,Germany,"Road-150 Red, 52",3578.27,3578.27,1,286.2616,2171.2942
31-08-2021,INV100216,477,Canada,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
03-09-2021,INV100217,536,Australia,ML Mountain Tire,29.99,29.99,1,2.3992,11.2163
05-09-2021,INV100218,490,Germany,"Short-Sleeve Classic Jersey, L",53.99,53.99,1,4.3192,41.5723
05-09-2021,INV100219,477,India,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
06-09-2021,INV100220,581,United States,"Road-350-W Yellow, 42",1700.99,1700.99,1,136.0792,1082.51
07-09-2021,INV100221,479,Canada,Road Bottle Cage,8.99,8.99,1,0.7192,3.3623
09-09-2021,INV100222,312,Australia,"Road-150 Red, 48",3578.27,3578.27,1,286.2616,2171.2942
10-09-2021,INV100223,576,United States,"Touring-1000 Blue, 60",2384.07,2384.07,1,190.7256,1481.9379
10-09-2021,INV100224,214,Canada,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
11-09-2021,INV100225,485,United States,Fender Set - Mountain,21.98,21.98,1,1.7584,8.2205
12-09-2021,INV100226,530,United States,Touring Tire Tube,4.99,4.99,1,0.3992,1.8663
12-09-2021,INV100227,237,India,"Long-Sleeve Logo Jersey, XL",49.99,49.99,1,3.9992,38.4923
12-09-2021,INV100228,478,Italy,Mountain Bottle Cage,9.99,9.99,1,0.7992,3.7363
12-09-2021,INV100229,528,France,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
15-09-2021,INV100230,586,Germany,"Touring-3000 Blue, 50",742.35,742.35,1,59.388,461.4448
16-09-2021,INV100231,327,Germany,"Road-650 Red, 44",782.99,782.99,1,62.6392,486.7066
17-09-2021,INV100232,530,Australia,Touring Tire Tube,4.99,4.99,1,0.3992,1.8663
19-09-2021,INV100233,389,Canada,"Road-550-W Yellow, 48",1000.4375,1000.4375,1,80.035,605.6492
20-09-2021,INV100234,222,France,"Sport-100 Helmet, Blue",34.99,34.99,1,2.7992,13.0863
21-09-2021,INV100235,313,France,"Road-150 Red, 52",3578.27,3578.27,1,286.2616,2171.2942
21-09-2021,INV100236,477,Italy,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
22-09-2021,INV100237,380,France,"Road-250 Black, 58",2443.35,2443.35,1,195.468,1554.9479
22-09-2021,INV100238,537,Germany,HL Mountain Tire,35,35,1,2.8,13.09
23-09-2021,INV100239,225,France,AWC Logo Cap,8.99,8.99,1,0.7192,6.9223
26-09-2021,INV100240,599,Canada,"Mountain-500 Black, 48",539.99,539.99,1,43.1992,294.5797
27-09-2021,INV100241,479,India,Road Bottle Cage,8.99,8.99,1,0.7192,3.3623
30-09-2021,INV100242,477,France,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
03-10-2021,INV100243,478,Germany,Mountain Bottle Cage,9.99,9.99,1,0.7992,3.7363
04-10-2021,INV100244,225,Canada,AWC Logo Cap,8.99,8.99,1,0.7192,6.9223
05-10-2021,INV100245,536,Australia,ML Mountain Tire,29.99,29.99,1,2.3992,11.2163
05-10-2021,INV100246,529,Italy,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
05-10-2021,INV100247,569,Germany,"Touring-3000 Yellow, 50",742.35,742.35,1,59.388,461.4448
06-10-2021,INV100248,605,Italy,"Road-750 Black, 48",539.99,539.99,1,43.1992,343.6496
07-10-2021,INV100249,528,France,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
07-10-2021,INV100250,363,France,"Mountain-200 Black, 46",2294.99,2294.99,1,183.5992,1251.9813
08-10-2021,INV100251,585,India,"Touring-3000 Blue, 44",742.35,742.35,1,59.388,461.4448
08-10-2021,INV100252,488,Australia,"Short-Sleeve Classic Jersey, S",53.99,53.99,1,4.3192,41.5723
09-10-2021,INV100253,225,Australia,AWC Logo Cap,8.99,8.99,1,0.7192,6.9223
10-10-2021,INV100254,225,Italy,AWC Logo Cap,8.99,8.99,1,0.7192,6.9223
10-10-2021,INV100255,225,France,AWC Logo Cap,8.99,8.99,1,0.7192,6.9223
12-10-2021,INV100256,537,France,HL Mountain Tire,35,35,1,2.8,13.09
13-10-2021,INV100257,222,France,"Sport-100 Helmet, Blue",34.99,34.99,1,2.7992,13.0863
13-10-2021,INV100258,467,Italy,"Half-Finger Gloves, L",24.49,24.49,1,1.9592,9.1593
14-10-2021,INV100259,596,Germany,"Mountain-500 Black, 40",539.99,539.99,1,43.1992,294.5797
15-10-2021,INV100260,528,France,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
15-10-2021,INV100261,488,India,"Short-Sleeve Classic Jersey, S",53.99,53.99,1,4.3192,41.5723
16-10-2021,INV100262,528,Italy,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
17-10-2021,INV100263,560,France,"Touring-2000 Blue, 60",1214.85,1214.85,1,97.188,755.1508
20-10-2021,INV100264,484,Canada,Bike Wash - Dissolver,7.95,7.95,1,0.636,2.9733
21-10-2021,INV100265,480,India,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
23-10-2021,INV100266,477,Canada,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
23-10-2021,INV100267,480,Canada,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
25-10-2021,INV100268,472,Australia,"Classic Vest, M",63.5,63.5,1,5.08,23.749
25-10-2021,INV100269,478,Italy,Mountain Bottle Cage,9.99,9.99,1,0.7992,3.7363
26-10-2021,INV100270,214,Germany,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
28-10-2021,INV100271,480,India,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
29-10-2021,INV100272,485,Canada,Fender Set - Mountain,21.98,21.98,1,1.7584,8.2205
29-10-2021,INV100273,310,Canada,"Road-150 Red, 62",3578.27,3578.27,1,286.2616,2171.2942
30-10-2021,INV100274,590,United States,"Mountain-400-W Silver, 46",769.49,769.49,1,61.5592,419.7784
